id	offset	encoding	tamanho_bytes	texto	texto_traduzido	diferenca_bytes
4056	0x10ee5d	latin-1	58	So who then?.....You don't think it#Ncould be Gray Fox?	Entao quem?.. vc nao acha q#Npode ser Gray Fox?	-11
4057	0x10eea2	shift_jis	29	Yeah, I do. I think it was...	Sim, acho. Acho q era..	-6
4058	0x10eedd	latin-1	54	...Are you saying that he came to save#Nhis friend?	..Esta dizendo q ele veio salvar#Nseu amigo?	-10
4059	0x10ef1e	latin-1	70	Could be. Or maybe he just doesn't#Nwant me to die in a prison cell.	Pode ser. Ou talvez so nao queira#Nque eu morra numa cela de prisao	-3
4060	0x10ef78	latin-1	65	...I don't know. I can't imagine what he#Ncould be thinking...	..Nao sei. Nao consigo imaginar#No q ele pode estar pensando..	-3
4061	0x10f000	latin-1	66	Snake, you can worry about it later.#NNow is the time to escape.	Snake se preocupe com isso#Ndepois. Agora eh hora de escapar	-6
4062	0x10f054	shift_jis	8	ｶ1 11		-8
4063	0x10f075	latin-1	65	Great job with the guard, Snake.#NNow is your chance to escape.	Otimo trabalho com o guarda#NAgora eh sua chance de escapar	-6
4064	0x10f0ba	shift_jis	5	R!ﾊ~		-5
4065	0x10f0c1	latin-1	73	I plan on it. Next time I meet Ocelot,#Nit's going to be on my terms...	Pretendo. Da proxima vez q encontrar#NOcelot, sera nos meus termos..	-5
4066	0x10f151	latin-1	42	How do you feel, Snake?#NCan you go on?	Como vc se sente?#NConsegue continuar?	-4
4067	0x10f186	latin-1	53	Yeah. Don't worry. That sadist can't#Nkeep me down.	Sim. Tranquilo. Esse sadico#Nnao vai me derrubar	-5
4068	0x10f1da	latin-1	39	Snake.#NNow is your chance to escape.	Snake#NAgora eh sua chance de escapar	-2
4069	0x10f21e	latin-1	14	SN0C1		-14
4070	0x10f2c6	latin-1	73	The ketchup! You might be able to#Ntrick the guard if you use it right.	O ketchup! Pode conseguir enganar#No guarda se usar direito	-14
4071	0x10f327	latin-1	5	Nu!ó		-5
4072	0x10f32d	latin-1	70	Snake, why don't you use the ketchup#Nand pretend that you're dead?	Snake, pq nao usa o ketchup#Ne finge q ta morto?	-22
4073	0x10f499	latin-1	128	Snake, that's a prison cell. You can't#Nopen the door from the inside.#NSomehow you'll have to get the key#Noff the guard.	Snake, eh uma cela de prisao. Nao pode#Nabrir a porta de dentro. De alguma#Nforma tera q pegar a chave do guarda	-16
4074	0x10f524	shift_jis	14	Yeah, but how?	Sim, mas como?	0
4075	0x10f551	shift_jis	31	Why don't you try disappearing?	Pq nao tenta desaparecer?	-6
4076	0x10f7b1	shift_jis	24	I made it to the bottom.	Cheguei ao fundo	-8
4077	0x10f7f2	latin-1	61	Thank God you're okay. I was terrified#Njust watching you.	Gracas Deus vc bem. Estava#Naterrorizada so assistindo	-7
4078	0x10f84b	shift_jis	26	You're incredible, Snake.	Vc eh incrivel, Snake	-5
4079	0x10f86c	shift_jis	12	0*11		-12
4080	0x10f8cd	latin-1	76	Snake, why don't you try the door that#Nleads from the walkway to Tower A?	Snake, pq nao tenta a porta q#Nleva da passarela p/ a Torre A?	-14
4081	0x10f91c	latin-1	14	ÚÕ0³		-14
4082	0x10f932	shift_jis	8	ｵ111		-8
4083	0x10f950	latin-1	10	J¼1 1		-10
4084	0x10f95b	latin-1	10	J½1 1		-10
4085	0x10f966	latin-1	10	J¿1 1		-10
4086	0x10f971	latin-1	10	JÁ1 1		-10
4087	0x10f97c	shift_jis	9	Jﾃ1 11		-9
4088	0x110055	latin-1	11	ÎÉ0Y		-11
4089	0x110080	latin-1	10	J¾1 1		-10
4090	0x110096	latin-1	10	JÀ1 1		-10
4091	0x11043c	latin-1	11	TO0Y		-11
4092	0x1108a9	latin-1	11	æá0Y		-11
4093	0x111751	latin-1	46	Snake, you're under attack from#Noff-screen.	Snake, vc ta sendo atacado#Nde fora da tela	-3
4094	0x1117e2	latin-1	58	First find out where the enemy is.#NUse your binoculars.	Primeiro descubra onde o inimigo esta#NUse seus binoculos	-1
4095	0x111827	latin-1	115	Then attack with a PSG-1 or Remote#NControlled Missile. Something with a#Nlonger range than an ordinary weapon.	Entao ataque com um PSG-1 ou Missil#NControlado Remotamente. Algo com#Nalcance maior q uma arma comum	-14
4096	0x1126ba	shift_jis	5	j!ﾊｮ#		-5
4097	0x1126c0	latin-1	98	What's this pile of corpses...!?#NIt looks like they were all slashed by#Nsome kind of sword.	O q eh essa pilha de cadaveres..!?#NParece q foram todos cortados por#Nalgum tipo de espada	-7
4098	0x112754	shift_jis	19	It couldn't be!...	Nao pode ser!..	-4
4099	0x11278c	shift_jis	19	...uh nothing.....	..a nada..	-9
4100	0x1127a4	shift_jis	12	0\11		-12
4101	0x1127e5	latin-1	63	Snake, I'm worried about Emmerich.#NHurry up and get to him!	Snake, estou preocupado com Emmerich#NVa ate ele!	-14
4102	0x11285b	latin-1	102	Snake, be careful. You won't be able#Nto control your missile in an area with#Nelectronic jamming.	Snake, cuidado. Nao conseguira controlar#Nseu missil numa area com interferencia#Neletronica	-10
4103	0x11388b	latin-1	85	Snake, isn't that the elevator#Nthat goes down to Metal Gear's#Nunderground base?	Snake, nao eh esse o elevador q#Ndesce p/ a base subterranea#Ndo Metal Gear?	-9
4104	0x11390a	latin-1	56	Yeah, but there's no button for calling#Nthe elevator.	Sim, mas nao ha botao p/ chamar#No elevador	-13
4105	0x11394d	shift_jis	29	Maybe it'll come if you wait.	Talvez venha se vc esperar	-3
4106	0x113988	shift_jis	32	Why don't you ask Dr. Emmerich?	Por nao pergunta Dr. Emmerich?	-2
4107	0x1139f1	latin-1	137	Watch out for the steam.#NIt's dangerous. Use your First Person#NView Mode to see where the steam is#Ncoming out and then avoid it.	Cuidado com o vapor#Ne perigoso. Use seu Modo Visao em#NPrimeira Pessoa p/ ver de onde o#Nvapor ta saindo e entao evite	-18
4108	0x113aa4	latin-1	59	Yeah. I like a sauna now and then,#Nbut this is too much.	Sim. Gosto de sauna de vez em quando#Nmas isso eh demais	-3
4109	0x113cf0	latin-1	116	That M1 tank is equipped with#Nadvanced vetronics.#NOnce it locks on to a target, it#Nautomatically tracks it,	Esse tanque M1 ta equipado com#Nvetronica avancada. Uma vez q#Nmira num alvo, automaticamente#No rastreia,	-10
4110	0x113d6f	latin-1	51	and its main gun is effective up to#N3000 meters.	e seu canhao principal eh efetivo#Nate 3000m	-7
4111	0x113dad	latin-1	76	To get close, you'll have to confuse#Nits tracking system. Use your Chaff.	Para se aproximar, tera confundir#Nsistema rastreamento. Use Chaff	-10
4112	0x113e04	latin-1	91	If you can jam the system and get#Nclose enough, it won't be able to use#Nits main gun.	Se vc interferir no sistema e#Nchegar perto, ele nao usara#Nseu canhao principal	-11
4113	0x113e76	latin-1	68	Use your Chaff at a long distance to#Nfool its electronic systems.	Use Chaff a longa distancia p/#Nenganar sistemas eletronicos	-8
4114	0x113ef3	latin-1	118	Even if you can get close, the M1#Ntank's maximum speed is 45 miles per#Nhour. First, you'll have to slow it down.	Mesmo se conseguir se aproximar, a#Nvelocidade maxima do tanque M1 eh 72#Nkm/h. Primeiro, tera q desacelera-lo	-8
4115	0x113f74	latin-1	49	Go after its caterpillars with C4 or#NGrenades.	Ataque suas esteiras com C4 ou#NGranadas	-9
4116	0x113fb0	latin-1	64	Once it slows down, toss a Grenade in#Nthe commander's turret.	Uma vez q desacelere, jogue uma#NGranada na torre do comandante	-1
4117	0x113ffb	latin-1	41	The M1 has exceptionally strong#Narmor.	O M1 tem blindagem muito#Nforte	-10
4118	0x11402f	latin-1	100	With your weapons, the only way to#Nbeat it is to attack the soldiers inside#Nthrough the hatch.	Com suas armas, a unica forma de#Nvence-lo eh atacar os soldados dentro#Natraves da escotilha	-7
4119	0x1140aa	latin-1	52	Try to aim at the upper hatch with your#Ngrenades.	Tente mirar na escotilha#Ncom suas granadas	-9
4120	0x114251	shift_jis	12	0+11		-12
4121	0x114273	latin-1	87	You have Stinger missiles. Now you#Nhave at least got a chance against#Nthe Hind...	Vc tem misseis Stinger. Agora pelo#Nmenos tem uma chance contra o Hind..	-15
4122	0x1142f4	shift_jis	14	Only a chance?	So uma chance?	0
4123	0x11430d	latin-1	41	Well you are not exactly evenly#Narmed.	Vc nao estao #Nem igualdade de armas	-5
4124	0x114341	latin-1	109	That Hind is a monster. You have only#Na small chance to win, but at least#Nit's better than no chance...	Esse Hind eh monstro. vc tem#Napenas pequena chance vencer#Nmas pelo menos eh melhor q nenhuma chance..	-6
4125	0x1143b9	latin-1	43	That's a pretty grim analysis,#NNastasha.	Eh uma analise bem sombria#NNastasha	-7
4126	0x1143ef	latin-1	84	To shoot down that Hind, you will#Nhave to get to a place with good#Nvisibility.	Para derrubar esse Hind, vc tera#Nque chegar a um lugar com boa#Nvisibilidade	-7
4127	0x11444e	latin-1	103	Do not try to fight in that walkway. Get#Nup on that roof where you will have a#Nclean shot at him.	Nao tente lutar naquela passarela. Suba#Nnaquele teto onde tera uma linha#Nde tiro limpa nele	-10
4128	0x114569	latin-1	75	This is Nastasha Romanenko.#NA pleasure to work with you,#NSolid Snake.	Aqui eh Nastasha Romanenko#NUm prazer trabalhar com vc#NSolid Snake	-8
4129	0x1145ea	shift_jis	5	E!ﾊ~		-5
4130	0x1145f1	latin-1	60	You're the nuclear specialist that the#NColonel mentioned?	Vc eh a especialista nuclear q#No Cel. mencionou?	-11
4131	0x114687	latin-1	67	That's me.#NYou can ask me anything about nukes#Nthat you want.	Sou eu#NPode me perguntar qualquer coisa#Nsobre bombas q quiser	-4
4132	0x1146d5	latin-1	95	I am also a military analyst, so I have#Nan extensive knowledge of weapon#Nsystems as well.	tbm sou analista militar, entao#Ntenho conhecimento extenso de#Nsistemas de armas tbm	-10
4133	0x11473f	latin-1	134	They asked me to participate in this#Noperation as a supervisor from the#NNuclear Emergency Search Team.#NI was happy to accept.	Me pediram p/ participar desta#Noperacao como supervisora da Equipe#Nde Busca de Emergencia Nuclear#NFiquei feliz em aceitar	-10
4134	0x1147c9	latin-1	5	3¯@Ã		-5
4135	0x1147cf	latin-1	125	We must not allow terrorists to get#Ntheir hands on nuclear weapons of any#Nkind. I hope I can help you to stop#Nthem.	Nao podemos permitir q terroristas#Nponham as maos em armas nucleares#NEspero poder te#Najudar a impedir eles	-16
4136	0x114889	shift_jis	20	You're a tough lady.	Vc eh durona	-8
4137	0x1148c8	shift_jis	5	J3ｯ@ﾃ		-5
4138	0x1148cf	latin-1	65	Those terrorists are serious about#Nlaunching a nuclear weapon?	Os terroristas estao falando serio#Nsobre lancar arma nuclear?	-3
4139	0x114914	shift_jis	5	\3ｯ@ﾃ		-5
4140	0x11491b	latin-1	83	The world cannot stand by idly and#Nallow that to happen.#NAnd neither can I...	O mundo nao pode ficar p/do#Ne permitir q isso aconteca#NE nem eu posso..	-10
4141	0x114978	latin-1	76	Unfortunately, all I can do from here is#Nprovide you with information...	Infelizmente, tudo q posso fazer#Ndaqui eh te fornecer informacoes..	-8
4142	0x114a01	latin-1	131	Hopefully that'll be enough. Another#Nsoldier here wouldn't make a#Ndifference anyway. It's good to work#Nwith you, Nastasha.	Espero q seja suficiente. Outro#Nsoldado aqui nao faria diferenca#Nmesmo assim. Eh bom trabalhar com#Nvc, Nastasha	-17
4143	0x114b24	shift_jis	18	Same here, Snake.	Tambem, Snake	-5
4144	0x114b3a	shift_jis	11	7HNASTASHA		-11
4145	0x114b60	shift_jis	12	0B11		-12
4146	0x114b6f	latin-1	11	I0B1		-11
4147	0x114b8f	latin-1	12	Hï5õ0		-12
4148	0x114ba6	shift_jis	7	:111		-7
4149	0x114bc6	latin-1	132	As long as the strategy of nuclear#Ndeterrence continues, nuclear#Nweapons may be reduced, but#Nthey will never be eliminated.	Enquanto a estrategia de dissuasao#Nnuclear continuar, armas nucleares#Npodem ser reduzidas, mas nunca#Nserao eliminadas	-12
4150	0x114c4e	shift_jis	5	t3ｯ@ﾃ		-5
4151	0x114c54	latin-1	108	If you think about it, nuclear reduction#Ndoes not mean much without#Nelimination as the ultimate goal.	Se pensar sobre isso, reducao nuclear#Nnao significa muito sem eliminacao#Ncomo objetivo final	-14
4152	0x114ccb	latin-1	122	I used to work in the DIA (Defense#NIntelligence Agency). I figured the#Nonly way to achieve nuclear#Nelimination...	Eu costumava trabalhar DIA (Agencia#NInteligencia Defesa). Descobri#Nque unica forma alcancar#Neliminacao nuclear..	-7
4153	0x114d49	shift_jis	5	o3ｯ@ﾃ		-5
4154	0x114d50	latin-1	102	...was to work from the inside to#Nconvince them of the ineffectiveness#Nof the deterrence theory.	..era trabalhar de dentro p/#Nconvence-los da ineficacia da#Nteoria de dissuasao	-22
4155	0x114dc1	latin-1	50	Seems like you're pretty focused on#Nthat issue.	Parece q vc ta bem focada#Nnessa questao	-10
4156	0x114dfd	latin-1	92	...Victims of nuclear radiation are a sad#Nthing to see...and I have seen a lot of#Nit.	..Vitimas de radiacao nuclear sao#Ntristes de ver.. e eu vi muito disso	-21
4157	0x114e5d	shift_jis	5	13ｯA		-5
4158	0x114e63	shift_jis	41	...I have seen more than enough of it...	..Vi mais q o suficiente disso..	-9
4159	0x114e9c	shift_jis	5	j3ｯA		-5
4160	0x114ea3	latin-1	97	I was born and raised in Prypiat,#NUkraine. I was 10 years old on that#Nday...April 26, 1986.	Nasci e cresci em Pripyat, Ucrania#NEu tinha 10 anos naquele dia.#N26 de abril de 1986	-11
4161	0x114f0f	shift_jis	17	You don't mean...	Vc n quer dizer..	0
4162	0x114f2b	latin-1	137	Yes. Chernobyl. That is the day that#Nchanged my life and thousands of#Nother lives. I lived just three#Nkilometers north of there.	Sim. Chernobyl. Esse eh o dia q#Nmudou minha vida e milhares de#Noutras vidas. Eu morava apenas 3km#Nao norte de la	-22
4163	0x114fcd	shift_jis	5	{3ｯA		-5
4164	0x114fd4	latin-1	114	600,000-700,000 people were#Nevacuated. Over 650,000 children#Nsuffered the effects of radiation#Npoisoning.	600.000-700.000 pessoas foram#Nevacuadas. Mais 650.000 criancas#Nsofreram efeitos envenenamento#Nradiacao	-9
4165	0x11504a	shift_jis	5	:3ｯA		-5
4166	0x115051	latin-1	49	Between 1986 and 1993,#N12,000 children died...	Entre 1986 e 1993, 12.000#Ncriancas morreram..	-3
4167	0x11508d	latin-1	121	My parents, and many others like#Nthem who helped in the cleanup,#Ndied a few years later from radiation#Nsickness.	Meus pais, e muitos outros como eles#Nque ajudaram na limpeza, morreram#Nalguns anos depois de doenca#Nda radiacao	-7
4168	0x115110	latin-1	85	We must rid this world of all nuclear#Nweapons...before they cause more#Nmisery.	Devemos livrar este mundo das#Narmas nucleares, antes q#Ncausem mais miseria	-9
4169	0x115170	latin-1	68	Before they destroy the delicate#Nenvironment that keeps us alive.	Antes q destruam o ambiente#Ndelicado q nos mantem vivos	-12
4170	0x1151bf	latin-1	79	I will not allow this pain and anxiety to#Npass on to yet another generation.	Nao permitirei q essa dor e ansiedade#Npassem p/ mais uma geracao	-14
4171	0x11525e	latin-1	107	The area is filled with gas. Probably#Nan organophosphate nerve agent like#NSoman or something similar.	A area ta cheia de gas. Provavelmente#Num agente nervoso organofosforado#Ncomo Soman ou algo similar	-7
4172	0x1152d4	latin-1	127	Well, your Sneaking Suit gives you#Nsome protection. Also, your#Nnanomachines contain anti-BC#Nneutralizing agents, so...	Seu Traje de Infiltracao te da#Nalguma protecao. Suas#Nnanomaquinas também contem agentes#Nneutralizadores anti-BC, entao..	-4
4173	0x11535e	latin-1	86	...you should be okay for a short#Ntime. But what you really need is #Na Gas Mask.	..vc deve ficar bem pouco#Ntempo. Mas q realmente precisa#Neh Mascara Gas	-14
4174	0x1153de	latin-1	76	An organophosphate nerve agent is a#Ngas which invades an animal's nerves.	Um agente nervoso organofosforado eh#Num gas q invade os nervos de animais	-2
4175	0x115435	latin-1	106	It was first used as a weapon in World#NWar II, and the casualties resulting#Nfrom it were tremendous.	Foi usado primeiro como arma na#NSegunda Guerra Mundial, e as baixas#Nresultantes foram tremendas	-9
4176	0x1154aa	latin-1	147	In its pure form, it is a colorless,#Nodorless gas. That gas was probably#Ncolored yellow to make it easier to#Ndetect in the case of a leak.	Na sua forma pura eh um gas incolor#Ne inodoro. Esse gas provavelmente foi#Ncolorido de amarelo p/ facilitar#Na deteccao em caso de vazamento	-6
4177	0x11558b	shift_jis	5	S3ｯ笥		-5
4178	0x115591	latin-1	75	It sounds like you have a bad cold.#NYou had better try to shake it off.	Parece q vc ta com um resfriado#Nruim. Eh melhor tentar se livrar disso	-4
4179	0x1155e1	shift_jis	12	0:11		-12
4180	0x11562f	latin-1	84	Harasho...good!#NYou found a SOCOM. That's a Special#NOperations Command Pistol.	Harasho.. bom! vc encontrou#NSOCOM. Eh Pistola Comando#NOperacoes Especiais	-9
4181	0x11568e	latin-1	140	It's a .45 caliber pistol with plenty of#Nstopping power.#NIt's also equipped with a LAM (Laser#NAiming Module) for night-time combat.	Eh uma pistola calibre .45 com muito#Npoder de p/da. tbm ta equipada#Ncom um LAM (Modulo de Mira Laser)#Npara combate noturno	-15
4182	0x115725	latin-1	101	If you hold down the Weapon Button,#Nyou can train the laser sight on the#Nenemy to help you aim.	Se segurar o Botao de Arma, pode#Ndirecionar a mira laser no inimigo#Npara ajudar a mirar	-12
4183	0x115795	latin-1	59	If you find a SOCOM suppressor,#Nyou can equip that, too.	Se encontrar um silenciador SOCOM#Npode equipar tbm	-8
4184	0x1157db	latin-1	100	That pistol was designed specifically#Nfor use by special forces, so I think it#Nwill be useful.	Essa pistola foi projetada especificamente#Npara uso por forcas especiais entao#Nacho q sera util	-3
4185	0x11584a	latin-1	96	Some people find it a little heavy and#Nhard to use, but it shouldn't be#Na problem for you.	Algumas pessoas acham um pouco#Npesada e dificil de usar, mas nao#Ndeveria ser problema p/ vc	-3
4186	0x1158fd	latin-1	126	Those are Stun Grenades.#NThey are often used in sensitive#Noperations such as freeing hostages#Nand that sort of thing.	Essas sao Granadas Atordoantes#Nusadas frequentemente em operacoes#Nsensiveis como libertar refens#Ne esse tipo de coisa	-6
